,index,Symbol,Security,Sector,GICS Sub-Industry,Open,Low,Close,High,beta,forwardPE,averageVolume,marketCap,Trailing PE
257,257,IPGP,IPG Photonics Corp.,Information Technology,Electronic Manufacturing Services,"0    258.179993
Name: Open, dtype: float64","0    249.179993
Name: Low, dtype: float64","0    251.119995
Name: Close, dtype: float64","0    258.899994
Name: High, dtype: float64",1.4810919999999999,51.99172,261874,13384871936,127.60162
258,258,IQV,IQVIA Holdings Inc.,Health Care,Life Sciences Tools & Services,"0    189.029999
Name: Open, dtype: float64","0    188.029999
Name: Low, dtype: float64","0    190.539993
Name: Close, dtype: float64","0    191.270004
Name: High, dtype: float64",1.408088,24.272612,1011853,36531470336,210.30904
259,259,IRM,Iron Mountain Incorporated,Real Estate,Specialized REITs,"0    29.48
Name: Open, dtype: float64","0    29.32
Name: Low, dtype: float64","0    30.299999
Name: Close, dtype: float64","0    30.559999
Name: High, dtype: float64",0.8224779999999999,21.956522,3401250,8731581440,65.86956
260,260,JKHY,Jack Henry & Associates,Information Technology,Data Processing & Outsourced Services,"0    156.309998
Name: Open, dtype: float64","0    154.710007
Name: Low, dtype: float64","0    154.759995
Name: Close, dtype: float64","0    158.360001
Name: High, dtype: float64",0.515756,34.855854,519400,11810695168,39.794292
261,261,J,Jacobs Engineering Group,Industrials,Construction & Engineering,"0    111.959999
Name: Open, dtype: float64","0    110.980003
Name: Low, dtype: float64","0    111.989998
Name: Close, dtype: float64","0    112.349998
Name: High, dtype: float64",0.8981089999999999,,686530,14556571648,0.0
262,262,JBHT,J. B. Hunt Transport Services,Industrials,Trucking,"0    142.869995
Name: Open, dtype: float64","0    141.169998
Name: Low, dtype: float64","0    150.020004
Name: Close, dtype: float64","0    150.789993
Name: High, dtype: float64",,21.339972,728772,15853964288,31.649792
263,263,SJM,JM Smucker,Consumer Staples,Packaged Foods & Meats,"0    115.18
Name: Open, dtype: float64","0    112.410004
Name: Low, dtype: float64","0    114.230003
Name: Close, dtype: float64","0    115.620003
Name: High, dtype: float64",0.262079,13.663877,937220,12747269120,14.781315
264,264,JNJ,Johnson & Johnson,Health Care,Pharmaceuticals,"0    163.199997
Name: Open, dtype: float64","0    161.800003
Name: Low, dtype: float64","0    162.380005
Name: Close, dtype: float64","0    164.139999
Name: High, dtype: float64",0.6959029999999999,18.062292,7423679,427471831040,25.531446
265,265,JCI,Johnson Controls International,Industrials,Building Products,"0    51.82
Name: Open, dtype: float64","0    51.450001
Name: Low, dtype: float64","0    52.389999
Name: Close, dtype: float64","0    52.41
Name: High, dtype: float64",1.131302,18.382456,5048858,37925539840,62.36905
266,266,JPM,JPMorgan Chase & Co.,Financials,Diversified Banks,"0    137.820007
Name: Open, dtype: float64","0    135.440002
Name: Low, dtype: float64","0    135.970001
Name: Close, dtype: float64","0    138.169998
Name: High, dtype: float64",1.221113,12.032743,15048185,414626938880,15.311937
267,267,JNPR,Juniper Networks,Information Technology,Communications Equipment,"0    24.629999
Name: Open, dtype: float64","0    24.51
Name: Low, dtype: float64","0    25.09
Name: Close, dtype: float64","0    25.17
Name: High, dtype: float64",0.892331,15.206061,3905067,8273076224,21.262712
268,268,KSU,Kansas City Southern,Industrials,Railroads,"0    212.360001
Name: Open, dtype: float64","0    212.360001
Name: Low, dtype: float64","0    215.690002
Name: Close, dtype: float64","0    216.539993
Name: High, dtype: float64",0.987394,25.375294,829716,20188930048,35.751698
269,269,K,Kellogg Co.,Consumer Staples,Packaged Foods & Meats,"0    58.450001
Name: Open, dtype: float64","0    57.040001
Name: Low, dtype: float64","0    57.639999
Name: Close, dtype: float64","0    58.450001
Name: High, dtype: float64",0.6013649999999999,14.482411,2239700,19811616768,16.697567
270,270,KEY,KeyCorp,Financials,Regional Banks,"0    18.440001
Name: Open, dtype: float64","0    18.110001
Name: Low, dtype: float64","0    18.290001
Name: Close, dtype: float64","0    18.48
Name: High, dtype: float64",1.5793059999999999,12.112583,8818714,17859692544,15.862967
271,271,KEYS,Keysight Technologies,Information Technology,Electronic Equipment & Instruments,"0    148.710007
Name: Open, dtype: float64","0    147.199997
Name: Low, dtype: float64","0    147.529999
Name: Close, dtype: float64","0    150.619995
Name: High, dtype: float64",1.037289,24.304777,1303033,27454447616,44.571
272,272,KMB,Kimberly-Clark,Consumer Staples,Household Products,"0    131.039993
Name: Open, dtype: float64","0    130.110001
Name: Low, dtype: float64","0    131.389999
Name: Close, dtype: float64","0    131.759995
Name: High, dtype: float64",0.5131300000000001,16.866495,2240969,44690599936,19.072433
273,273,KIM,Kimco Realty,Real Estate,Retail REITs,"0    16.530001
Name: Open, dtype: float64","0    16.48
Name: Low, dtype: float64","0    16.84
Name: Close, dtype: float64","0    17.08
Name: High, dtype: float64",1.453781,35.82979,4717911,7283283456,8.340762
274,274,KMI,Kinder Morgan,Energy,Oil & Gas Storage & Transportation,"0    15.57
Name: Open, dtype: float64","0    15.41
Name: Low, dtype: float64","0    15.59
Name: Close, dtype: float64","0    15.66
Name: High, dtype: float64",0.9732139999999999,17.516855,18599040,35292487680,318.16327
275,275,KLAC,KLA Corporation,Information Technology,Semiconductor Equipment,"0    316.920013
Name: Open, dtype: float64","0    302.25
Name: Low, dtype: float64","0    304.329987
Name: Close, dtype: float64","0    317.600006
Name: High, dtype: float64",1.263655,22.98565,968319,47006810112,37.014107
276,276,KHC,Kraft Heinz Co,Consumer Staples,Packaged Foods & Meats,"0    32.330002
Name: Open, dtype: float64","0    32.169998
Name: Low, dtype: float64","0    32.860001
Name: Close, dtype: float64","0    32.91
Name: High, dtype: float64",1.007352,12.988143,6143548,40175296512,0.0
277,277,KR,Kroger Co.,Consumer Staples,Food Retail,"0    32.939999
Name: Open, dtype: float64","0    32.529999
Name: Low, dtype: float64","0    33.07
Name: Close, dtype: float64","0    33.169998
Name: High, dtype: float64",0.35556699999999997,12.339552,10863811,25177745408,8.851713
278,278,LB,L Brands Inc.,Consumer Discretionary,Apparel Retail,"0    45.380001
Name: Open, dtype: float64","0    45.279999
Name: Low, dtype: float64","0    45.560001
Name: Close, dtype: float64","0    46.389999
Name: High, dtype: float64",1.680672,14.417722,3875112,12670646272,0.0
279,279,LHX,L3Harris Technologies,Industrials,Aerospace & Defense,"0    190.789993
Name: Open, dtype: float64","0    188.130005
Name: Low, dtype: float64","0    188.380005
Name: Close, dtype: float64","0    191.190002
Name: High, dtype: float64",0.746466,14.249621,1323420,39580901376,25.626446
280,280,LH,Laboratory Corp. of America Holding,Health Care,Health Care Services,"0    226.0
Name: Open, dtype: float64","0    224.800003
Name: Low, dtype: float64","0    229.910004
Name: Close, dtype: float64","0    230.0
Name: High, dtype: float64",1.089285,11.955799,684953,22393233408,26.665508
281,281,LRCX,Lam Research,Information Technology,Semiconductor Equipment,"0    583.640015
Name: Open, dtype: float64","0    559.570007
Name: Low, dtype: float64","0    563.0
Name: Close, dtype: float64","0    585.419983
Name: High, dtype: float64",1.341386,22.29703,1404274,81077059584,31.990452
282,282,LW,Lamb Weston Holdings Inc,Consumer Staples,Packaged Foods & Meats,"0    76.949997
Name: Open, dtype: float64","0    76.449997
Name: Low, dtype: float64","0    77.370003
Name: Close, dtype: float64","0    77.970001
Name: High, dtype: float64",0.782466,24.958067,986753,11323487232,38.301983
283,283,LVS,Las Vegas Sands,Consumer Discretionary,Casinos & Gaming,"0    54.619999
Name: Open, dtype: float64","0    54.09
Name: Low, dtype: float64","0    54.43
Name: Close, dtype: float64","0    55.360001
Name: High, dtype: float64",1.366596,43.89516,5254540,41575157760,0.0
284,284,LEG,Leggett & Platt,Consumer Discretionary,Home Furnishings,"0    43.75
Name: Open, dtype: float64","0    43.400002
Name: Low, dtype: float64","0    44.220001
Name: Close, dtype: float64","0    44.610001
Name: High, dtype: float64",1.433298,16.813688,1043491,5859990528,26.011765
285,285,LDOS,Leidos Holdings,Information Technology,IT Consulting & Other Services,"0    109.360001
Name: Open, dtype: float64","0    108.510002
Name: Low, dtype: float64","0    109.639999
Name: Close, dtype: float64","0    110.529999
Name: High, dtype: float64",1.081932,16.945904,817782,15604073472,25.737087
286,286,LEN,Lennar Corp.,Consumer Discretionary,Homebuilding,"0    78.790001
Name: Open, dtype: float64","0    78.32
Name: Low, dtype: float64","0    82.529999
Name: Close, dtype: float64","0    83.940002
Name: High, dtype: float64",1.558298,7.800567,2810587,25207799808,10.513376
287,287,LLY,Lilly (Eli) & Co.,Health Care,Pharmaceuticals,"0    198.770004
Name: Open, dtype: float64","0    198.679993
Name: Low, dtype: float64","0    201.259995
Name: Close, dtype: float64","0    201.770004
Name: High, dtype: float64",0.373424,24.484184,4367620,192521699328,32.928665
288,288,LNC,Lincoln National,Financials,Multi-line Insurance,"0    52.689999
Name: Open, dtype: float64","0    52.34
Name: Low, dtype: float64","0    52.470001
Name: Close, dtype: float64","0    53.290001
Name: High, dtype: float64",2.246848,5.635875,1982296,10140614656,13.402299
289,289,LIN,Linde plc,Materials,Industrial Gases,"0    257.429993
Name: Open, dtype: float64","0    257.290009
Name: Low, dtype: float64","0    257.399994
Name: Close, dtype: float64","0    260.700012
Name: High, dtype: float64",0.7920159999999999,28.069792,1724240,135098187776,61.43198
290,290,LYV,Live Nation Entertainment,Communication Services,Movies & Entertainment,"0    76.529999
Name: Open, dtype: float64","0    73.669998
Name: Low, dtype: float64","0    73.730003
Name: Close, dtype: float64","0    77.050003
Name: High, dtype: float64",1.374474,-38.202076,2612590,15735235584,0.0
291,291,LKQ,LKQ Corporation,Consumer Discretionary,Distributors,"0    37.299999
Name: Open, dtype: float64","0    36.91
Name: Low, dtype: float64","0    37.599998
Name: Close, dtype: float64","0    37.790001
Name: High, dtype: float64",1.666491,13.722627,1897700,11443371008,19.203268
292,292,LMT,Lockheed Martin Corp.,Industrials,Aerospace & Defense,"0    342.540009
Name: Open, dtype: float64","0    339.220001
Name: Low, dtype: float64","0    341.670013
Name: Close, dtype: float64","0    343.779999
Name: High, dtype: float64",0.9128149999999999,13.05579,1585525,95593799680,14.720811
293,293,L,Loews Corp.,Financials,Multi-line Insurance,"0    47.540001
Name: Open, dtype: float64","0    46.98
Name: Low, dtype: float64","0    47.349998
Name: Close, dtype: float64","0    47.779999
Name: High, dtype: float64",0.8960079999999999,16.327585,932543,13015235584,0.0
294,294,LOW,Lowe's Cos.,Consumer Discretionary,Home Improvement Retail,"0    171.240005
Name: Open, dtype: float64","0    169.649994
Name: Low, dtype: float64","0    172.389999
Name: Close, dtype: float64","0    174.050003
Name: High, dtype: float64",1.358718,18.496782,5083843,126314119168,24.38676
295,295,LUMN,Lumen Technologies,Communication Services,Alternative Carriers,"0    11.23
Name: Open, dtype: float64","0    10.87
Name: Low, dtype: float64","0    11.06
Name: Close, dtype: float64","0    11.24
Name: High, dtype: float64",1.080882,,11817688,12134257664,0.0
296,296,LYB,LyondellBasell,Materials,Specialty Chemicals,"0    94.370003
Name: Open, dtype: float64","0    93.059998
Name: Low, dtype: float64","0    94.379997
Name: Close, dtype: float64","0    94.68
Name: High, dtype: float64",1.543067,12.225389,1927304,31515275264,26.97342
297,297,MTB,M&T Bank Corp.,Financials,Regional Banks,"0    145.600006
Name: Open, dtype: float64","0    142.889999
Name: Low, dtype: float64","0    143.729996
Name: Close, dtype: float64","0    146.309998
Name: High, dtype: float64",1.226365,13.283733,1051872,18439553024,14.310036
298,298,MRO,Marathon Oil Corp.,Energy,Oil & Gas Exploration & Production,"0    8.7
Name: Open, dtype: float64","0    8.36
Name: Low, dtype: float64","0    8.62
Name: Close, dtype: float64","0    8.79
Name: High, dtype: float64",3.365546,-15.672727,31407588,6804550144,0.0
299,299,MPC,Marathon Petroleum,Energy,Oil & Gas Refining & Marketing,"0    46.470001
Name: Open, dtype: float64","0    45.209999
Name: Low, dtype: float64","0    46.169998
Name: Close, dtype: float64","0    46.93
Name: High, dtype: float64",2.224789,-62.391888,7031872,30040555520,0.0
300,300,MKTX,MarketAxess,Financials,Financial Exchanges & Data,"0    515.960022
Name: Open, dtype: float64","0    507.98999
Name: Low, dtype: float64","0    517.369995
Name: Close, dtype: float64","0    518.5
Name: High, dtype: float64",0.407563,62.109245,286190,19641176064,71.253265
301,301,MAR,Marriott Int'l.,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","0    126.029999
Name: Open, dtype: float64","0    125.029999
Name: Low, dtype: float64","0    126.730003
Name: Close, dtype: float64","0    127.639999
Name: High, dtype: float64",1.828256,54.39056,2632020,41102594048,235.55763
302,302,MMC,Marsh & McLennan,Financials,Insurance Brokers,"0    112.190002
Name: Open, dtype: float64","0    111.540001
Name: Low, dtype: float64","0    113.440002
Name: Close, dtype: float64","0    113.93
Name: High, dtype: float64",0.85189,21.731802,1753798,57535750144,28.502514
303,303,MLM,Martin Marietta Materials,Materials,Construction Materials,"0    307.410004
Name: Open, dtype: float64","0    306.519989
Name: Low, dtype: float64","0    310.0
Name: Close, dtype: float64","0    311.029999
Name: High, dtype: float64",0.682773,29.411764,555050,19305003008,28.98009
304,304,MAS,Masco Corp.,Industrials,Building Products,"0    56.650002
Name: Open, dtype: float64","0    56.400002
Name: Low, dtype: float64","0    58.43
Name: Close, dtype: float64","0    58.560001
Name: High, dtype: float64",1.33771,18.03395,2089472,15289729024,10.685808
305,305,MA,Mastercard Inc.,Information Technology,Data Processing & Outsourced Services,"0    329.98999
Name: Open, dtype: float64","0    329.130005
Name: Low, dtype: float64","0    334.910004
Name: Close, dtype: float64","0    337.929993
Name: High, dtype: float64",1.185924,40.693806,4043122,333880164352,50.264145
306,306,MKC,McCormick & Co.,Consumer Staples,Packaged Foods & Meats,"0    92.800003
Name: Open, dtype: float64","0    91.220001
Name: Low, dtype: float64","0    91.75
Name: Close, dtype: float64","0    93.050003
Name: High, dtype: float64",0.4375,31.207483,1002316,24479725568,32.477875
307,307,MXIM,Maxim Integrated Products Inc,Information Technology,Semiconductors,"0    97.790001
Name: Open, dtype: float64","0    95.82
Name: Low, dtype: float64","0    96.18
Name: Close, dtype: float64","0    98.440002
Name: High, dtype: float64",1.272058,31.742575,2036038,25709008896,38.000793
308,308,MCD,McDonald's Corp.,Consumer Discretionary,Restaurants,"0    210.149994
Name: Open, dtype: float64","0    209.630005
Name: Low, dtype: float64","0    213.630005
Name: Close, dtype: float64","0    214.410004
Name: High, dtype: float64",0.580882,25.645859,3184511,159178063872,32.59039
309,309,MCK,McKesson Corp.,Health Care,Health Care Distributors,"0    182.5
Name: Open, dtype: float64","0    180.75
Name: Low, dtype: float64","0    184.160004
Name: Close, dtype: float64","0    184.270004
Name: High, dtype: float64",0.936449,10.3693695,1107543,29569466368,14.132454
310,310,MDT,Medtronic plc,Health Care,Health Care Equipment,"0    118.559998
Name: Open, dtype: float64","0    117.959999
Name: Low, dtype: float64","0    119.290001
Name: Close, dtype: float64","0    119.5
Name: High, dtype: float64",0.7079829999999999,20.461407,4438346,160566722560,43.536495
311,311,MRK,Merck & Co.,Health Care,Pharmaceuticals,"0    83.25
Name: Open, dtype: float64","0    82.269997
Name: Low, dtype: float64","0    82.459999
Name: Close, dtype: float64","0    83.550003
Name: High, dtype: float64",0.443277,12.864275,8951151,208626270208,18.21113
312,312,MET,MetLife Inc.,Financials,Life & Health Insurance,"0    52.080002
Name: Open, dtype: float64","0    51.43
Name: Low, dtype: float64","0    51.650002
Name: Close, dtype: float64","0    52.18
Name: High, dtype: float64",1.353991,8.330646,5803383,46482366464,8.4602785
313,313,MTD,Mettler Toledo,Health Care,Life Sciences Tools & Services,"0    1233.050049
Name: Open, dtype: float64","0    1233.050049
Name: Low, dtype: float64","0    1268.800049
Name: Close, dtype: float64","0    1271.670044
Name: High, dtype: float64",1.037289,45.233513,128961,30190589952,53.333332
314,314,MGM,MGM Resorts International,Consumer Discretionary,Casinos & Gaming,"0    30.629999
Name: Open, dtype: float64","0    30.52
Name: Low, dtype: float64","0    31.059999
Name: Close, dtype: float64","0    31.27
Name: High, dtype: float64",2.435399,-19.412498,9867551,15341745152,10.539532
315,315,MCHP,Microchip Technology,Information Technology,Semiconductors,"0    154.479996
Name: Open, dtype: float64","0    152.0
Name: Low, dtype: float64","0    152.380005
Name: Close, dtype: float64","0    155.360001
Name: High, dtype: float64",1.686974,21.282124,1866135,40966758400,65.23117
316,316,MU,Micron Technology,Information Technology,Semiconductors,"0    85.93
Name: Open, dtype: float64","0    83.230003
Name: Low, dtype: float64","0    83.5
Name: Close, dtype: float64","0    87.25
Name: High, dtype: float64",1.36292,10.529634,17547296,93408944128,31.497547
317,317,MSFT,Microsoft Corp.,Information Technology,Systems Software,"0    217.699997
Name: Open, dtype: float64","0    217.289993
Name: Low, dtype: float64","0    224.339996
Name: Close, dtype: float64","0    225.789993
Name: High, dtype: float64",0.826155,30.03213,28289503,1696122535936,36.18971
318,318,MAA,Mid-America Apartments,Real Estate,Residential REITs,"0    130.0
Name: Open, dtype: float64","0    128.940002
Name: Low, dtype: float64","0    133.160004
Name: Close, dtype: float64","0    133.610001
Name: High, dtype: float64",0.6491589999999999,61.364056,646641,15229509632,47.985584
319,319,MHK,Mohawk Industries,Consumer Discretionary,Home Furnishings,"0    149.490005
Name: Open, dtype: float64","0    148.25
Name: Low, dtype: float64","0    151.210007
Name: Close, dtype: float64","0    152.050003
Name: High, dtype: float64",1.5325630000000001,15.000993,645280,10765940736,3.0305436
320,320,TAP,Molson Coors Beverage Company,Consumer Staples,Brewers,"0    51.98
Name: Open, dtype: float64","0    50.52
Name: Low, dtype: float64","0    51.139999
Name: Close, dtype: float64","0    52.119999
Name: High, dtype: float64",1.1570369999999999,12.089834,2502316,11117529088,19.011152
321,321,MDLZ,Mondelez International,Consumer Staples,Packaged Foods & Meats,"0    57.139999
Name: Open, dtype: float64","0    56.619999
Name: Low, dtype: float64","0    57.099998
Name: Close, dtype: float64","0    57.34
Name: High, dtype: float64",0.6260500000000001,20.176678,5983059,81662132224,26.946672
322,322,MNST,Monster Beverage,Consumer Staples,Soft Drinks,"0    90.129997
Name: Open, dtype: float64","0    89.290001
Name: Low, dtype: float64","0    89.610001
Name: Close, dtype: float64","0    90.470001
Name: High, dtype: float64",1.110819,34.072243,2051732,47306641408,40.383053
323,323,MCO,Moody's Corp,Financials,Financial Exchanges & Data,"0    272.690002
Name: Open, dtype: float64","0    272.359985
Name: Low, dtype: float64","0    275.529999
Name: Close, dtype: float64","0    277.859985
Name: High, dtype: float64",1.1727940000000001,26.672798,812770,51744534528,28.686101999999998
324,324,MS,Morgan Stanley,Financials,Investment Banking & Brokerage,"0    76.510002
Name: Open, dtype: float64","0    74.300003
Name: Low, dtype: float64","0    74.839996
Name: Close, dtype: float64","0    77.760002
Name: High, dtype: float64",1.578256,14.174241,11477222,135400521728,12.650439
325,325,MOS,The Mosaic Company,Materials,Fertilizers & Agricultural Chemicals,"0    28.969999
Name: Open, dtype: float64","0    28.25
Name: Low, dtype: float64","0    28.5
Name: Close, dtype: float64","0    29.34
Name: High, dtype: float64",1.809348,18.152866,5383280,10804064256,0.0
326,326,MSI,Motorola Solutions Inc.,Information Technology,Communications Equipment,"0    171.699997
Name: Open, dtype: float64","0    170.520004
Name: Low, dtype: float64","0    172.919998
Name: Close, dtype: float64","0    173.210007
Name: High, dtype: float64",0.7431719999999999,20.130384,908095,29313918976,38.667263
327,327,MSCI,MSCI Inc,Financials,Financial Exchanges & Data,"0    412.829987
Name: Open, dtype: float64","0    408.820007
Name: Low, dtype: float64","0    418.519989
Name: Close, dtype: float64","0    423.369995
Name: High, dtype: float64",0.905987,48.552204,454177,34693214208,62.48432
328,328,NDAQ,"Nasdaq, Inc.",Financials,Financial Exchanges & Data,"0    143.380005
Name: Open, dtype: float64","0    141.5
Name: Low, dtype: float64","0    143.669998
Name: Close, dtype: float64","0    144.300003
Name: High, dtype: float64",0.780462,23.360975,880767,23567339520,26.313187
329,329,NTAP,NetApp,Information Technology,"Technology Hardware, Storage & Peripherals","0    64.769997
Name: Open, dtype: float64","0    64.029999
Name: Low, dtype: float64","0    64.510002
Name: Close, dtype: float64","0    64.93
Name: High, dtype: float64",1.3319320000000001,14.795872,2073146,14410566656,21.033585
330,330,NFLX,Netflix Inc.,Communication Services,Movies & Entertainment,"0    565.419983
Name: Open, dtype: float64","0    556.859985
Name: Low, dtype: float64","0    586.340027
Name: Close, dtype: float64","0    593.289978
Name: High, dtype: float64",,47.32365,4843316,259042099200,96.43751
331,331,NWL,Newell Brands,Consumer Discretionary,Housewares & Specialties,"0    24.110001
Name: Open, dtype: float64","0    23.98
Name: Low, dtype: float64","0    24.66
Name: Close, dtype: float64","0    24.73
Name: High, dtype: float64",1.054096,14.678571999999999,2923838,10463238144,0.0
332,332,NEM,Newmont Corporation,Materials,Gold,"0    62.84
Name: Open, dtype: float64","0    61.990002
Name: Low, dtype: float64","0    63.52
Name: Close, dtype: float64","0    64.050003
Name: High, dtype: float64",0.148109,14.981133,6215156,51029303296,19.962288
333,333,NWSA,News Corp. Class A,Communication Services,Publishing,"0    18.84
Name: Open, dtype: float64","0    18.799999
Name: Low, dtype: float64","0    19.110001
Name: Close, dtype: float64","0    19.18
Name: High, dtype: float64",1.625525,41.54348,2630927,11200638976,0.0
334,334,NWS,News Corp. Class B,Communication Services,Publishing,"0    18.4
Name: Open, dtype: float64","0    18.389999
Name: Low, dtype: float64","0    18.629999
Name: Close, dtype: float64","0    18.700001
Name: High, dtype: float64",1.625525,,673000,11169484800,0.0
335,335,NEE,NextEra Energy,Utilities,Multi-Utilities,"0    82.650002
Name: Open, dtype: float64","0    82.419998
Name: Low, dtype: float64","0    84.050003
Name: Close, dtype: float64","0    85.029999
Name: High, dtype: float64",0.161239,33.620003,7315432,164659838976,42.449497
336,336,NLSN,Nielsen Holdings,Industrials,Research & Consulting Services,"0    22.389999
Name: Open, dtype: float64","0    22.049999
Name: Low, dtype: float64","0    22.280001
Name: Close, dtype: float64","0    22.440001
Name: High, dtype: float64",1.377626,13.421687,5358904,7969066496,0.0
337,337,NKE,"Nike, Inc.",Consumer Discretionary,"Apparel, Accessories & Luxury Goods","0    140.380005
Name: Open, dtype: float64","0    140.009995
Name: Low, dtype: float64","0    142.800003
Name: Close, dtype: float64","0    143.210007
Name: High, dtype: float64",0.8366589999999999,36.899227,5480220,225122779136,80.496056
338,338,NI,NiSource Inc.,Utilities,Multi-Utilities,"0    22.290001
Name: Open, dtype: float64","0    22.25
Name: Low, dtype: float64","0    22.379999
Name: Close, dtype: float64","0    22.57
Name: High, dtype: float64",0.243697,16.577776,3020233,8576284160,0.0
339,339,NSC,Norfolk Southern Corp.,Industrials,Railroads,"0    250.949997
Name: Open, dtype: float64","0    247.880005
Name: Low, dtype: float64","0    253.429993
Name: Close, dtype: float64","0    253.910004
Name: High, dtype: float64",1.3728989999999999,22.607492,1261296,64367415296,32.637474
340,340,NTRS,Northern Trust Corp.,Financials,Asset Management & Custody Banks,"0    96.970001
Name: Open, dtype: float64","0    94.239998
Name: Low, dtype: float64","0    94.800003
Name: Close, dtype: float64","0    96.970001
Name: High, dtype: float64",1.130252,15.119617,910750,19729870848,15.659069
341,341,NOC,Northrop Grumman,Industrials,Aerospace & Defense,"0    300.0
Name: Open, dtype: float64","0    297.049988
Name: Low, dtype: float64","0    298.779999
Name: Close, dtype: float64","0    301.070007
Name: High, dtype: float64",0.750525,12.34628,1022853,49811406848,20.49386
342,342,NLOK,NortonLifeLock,Information Technology,Application Software,"0    20.92
Name: Open, dtype: float64","0    20.58
Name: Low, dtype: float64","0    20.91
Name: Close, dtype: float64","0    20.959999
Name: High, dtype: float64",1.036764,,6288291,12376001536,0.0
343,343,NCLH,Norwegian Cruise Line Holdings,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","0    25.66
Name: Open, dtype: float64","0    24.870001
Name: Low, dtype: float64","0    25.190001
Name: Close, dtype: float64","0    25.969999
Name: High, dtype: float64",2.870273,-4.8629346,24115035,7950871040,0.0
344,344,NOV,NOV Inc.,Energy,Oil & Gas Equipment & Services,"0    14.0
Name: Open, dtype: float64","0    13.43
Name: Low, dtype: float64","0    13.66
Name: Close, dtype: float64","0    14.05
Name: High, dtype: float64",2.222163,-54.64,6114551,5303686144,0.0
345,345,NRG,NRG Energy,Utilities,Independent Power Producers & Energy Traders,"0    41.139999
Name: Open, dtype: float64","0    40.470001
Name: Low, dtype: float64","0    40.610001
Name: Close, dtype: float64","0    41.349998
Name: High, dtype: float64",0.9942219999999999,9.004435,2372498,9917814784,2.4798486
346,346,NUE,Nucor Corp.,Materials,Steel,"0    56.119999
Name: Open, dtype: float64","0    55.150002
Name: Low, dtype: float64","0    55.759998
Name: Close, dtype: float64","0    56.389999
Name: High, dtype: float64",1.340336,14.79045,1880446,16835560448,39.5461
347,347,NVDA,Nvidia Corporation,Information Technology,Semiconductors,"0    524.469971
Name: Open, dtype: float64","0    522.27002
Name: Low, dtype: float64","0    534.630005
Name: Close, dtype: float64","0    537.219971
Name: High, dtype: float64",1.446428,45.773117,7828522,330935959552,87.40069
348,348,NVR,"NVR, Inc.",Consumer Discretionary,Homebuilding,"0    4160.0
Name: Open, dtype: float64","0    4140.029785
Name: Low, dtype: float64","0    4278.819824
Name: Close, dtype: float64","0    4364.75
Name: High, dtype: float64",1.0021,13.470234,23579,15919049728,19.650057
349,349,ORLY,O'Reilly Automotive,Consumer Discretionary,Specialty Stores,"0    463.850006
Name: Open, dtype: float64","0    458.920013
Name: Low, dtype: float64","0    466.190002
Name: Close, dtype: float64","0    468.029999
Name: High, dtype: float64",0.983718,20.05981,548183,33774718976,20.868883
350,350,OXY,Occidental Petroleum,Energy,Oil & Gas Exploration & Production,"0    23.27
Name: Open, dtype: float64","0    22.75
Name: Low, dtype: float64","0    23.02
Name: Close, dtype: float64","0    23.530001
Name: High, dtype: float64",2.383403,-16.80292,27281398,21436432384,0.0
351,351,ODFL,Old Dominion Freight Line,Industrials,Trucking,"0    207.509995
Name: Open, dtype: float64","0    204.119995
Name: Low, dtype: float64","0    208.960007
Name: Close, dtype: float64","0    209.789993
Name: High, dtype: float64",0.995798,30.416304,678459,24517486592,39.61327
352,352,OMC,Omnicom Group,Communication Services,Advertising,"0    63.43
Name: Open, dtype: float64","0    62.599998
Name: Low, dtype: float64","0    62.869999
Name: Close, dtype: float64","0    63.59
Name: High, dtype: float64",0.8834029999999999,11.410163,2447616,13515352064,14.175874
353,353,OKE,ONEOK,Energy,Oil & Gas Storage & Transportation,"0    44.48
Name: Open, dtype: float64","0    43.439999
Name: Low, dtype: float64","0    44.009998
Name: Close, dtype: float64","0    44.650002
Name: High, dtype: float64",1.9543059999999999,14.969387,4008453,19557910528,30.143833
354,354,ORCL,Oracle Corp.,Information Technology,Application Software,"0    61.369999
Name: Open, dtype: float64","0    61.150002
Name: Low, dtype: float64","0    61.560001
Name: Close, dtype: float64","0    62.029999
Name: High, dtype: float64",0.750525,13.153847,11032609,185350389760,18.62069
355,355,OTIS,Otis Worldwide,Industrials,Industrial Machinery,"0    65.800003
Name: Open, dtype: float64","0    64.889999
Name: Low, dtype: float64","0    65.190002
Name: Close, dtype: float64","0    66.5
Name: High, dtype: float64",,,1933617,28239984640,0.0
356,356,PCAR,PACCAR Inc.,Industrials,Construction Machinery & Heavy Trucks,"0    91.889999
Name: Open, dtype: float64","0    89.199997
Name: Low, dtype: float64","0    89.389999
Name: Close, dtype: float64","0    92.949997
Name: High, dtype: float64",1.023109,16.19384,1446138,30968270848,21.802439
357,357,PKG,Packaging Corporation of America,Materials,Paper Packaging,"0    140.729996
Name: Open, dtype: float64","0    138.710007
Name: Low, dtype: float64","0    140.470001
Name: Close, dtype: float64","0    141.009995
Name: High, dtype: float64",1.080882,19.981508,562391,13320882176,28.26927
